,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00
Monaco,1,0,0,1,389,1,0,0,1,751,1,0,0,1,1146,1,0,0,1,1513,2,0,0,2,1824,2,0,0,2,2018,2,0,0,2,2238,2,0,0,2,2529,7,0,0,7,2829,7,0,0,7,3139,7,0,0,7,3404,7,0,0,7,3704,11,0,0,11,3979,11,0,0,11,4281,23,0,1,22,4547,23,0,1,22,4808,23,0,1,22,5040,31,0,1,30,5300,33,0,1,32,5600,42,0,1,41,5870,42,0,1,41,6147,46,1,1,44,6429,49,1,1,47,6709,52,1,2,49,7048,55,1,2,52,7284,60,1,2,57,7593,64,1,3,60,7873,66,1,3,62,8159,73,1,3,69,8500,77,1,4,72,8835,79,1,4,74,9153,81,1,4,76,9452,84,1,5,78,9817,90,1,5,84,10124,92,1,5,86,10491
"Moldova, Republic of",1,0,0,1,6,1,0,0,1,6,3,0,0,3,11,3,0,0,3,11,3,0,0,3,15,6,0,0,6,17,12,0,0,12,19,23,0,0,23,19,23,0,0,23,21,30,0,1,29,28,30,1,1,28,31,49,1,1,47,34,66,1,1,64,43,80,1,1,78,44,94,1,1,92,48,109,1,2,106,52,125,1,2,122,55,149,1,2,146,58,177,1,2,174,64,199,2,2,195,68,231,2,2,227,70,263,2,2,259,73,298,2,15,281,80,353,4,18,331,84,423,5,23,395,88,505,6,23,476,95,591,8,26,557,99,752,12,29,711,101,864,15,30,819,106,965,19,37,909,111,1056,22,40,994,119,1174,27,40,1107,122,1289,29,50,1210,124,1438,29,56,1353,125,1560,30,75,1455,127
Madagascar,0,0,0,0,199,0,0,0,0,442,0,0,0,0,699,0,0,0,0,922,0,0,0,0,1097,0,0,0,0,1255,0,0,0,0,1438,0,0,0,0,1694,0,0,0,0,1936,0,0,0,0,2123,0,0,0,0,2300,0,0,0,0,2531,3,0,0,3,2777,3,0,0,3,2996,3,0,0,3,3273,12,0,0,12,3495,17,0,0,17,3757,19,0,0,19,4055,23,0,0,23,4287,26,0,0,26,4502,26,0,0,26,4762,39,0,0,39,4993,43,0,0,43,5173,57,0,0,57,5380,57,0,0,57,5585,59,0,0,59,5762,70,0,0,70,5988,70,0,0,70,6129,72,0,2,70,6320,82,0,2,80,6506,88,0,7,81,6665,93,0,11,82,6859,93,0,11,82,7070,93,0,11,82,7246,102,0,11,91,7451
Maldives,4,0,0,4,2819,4,0,0,4,5604,6,0,0,6,7778,8,0,0,8,10305,8,0,0,8,11853,9,0,0,9,13263,10,0,0,10,14870,13,0,0,13,16383,13,0,0,13,18343,13,0,0,13,19879,13,0,0,13,21385,13,0,0,13,22919,13,0,0,13,24433,13,0,0,13,26225,13,0,0,13,27818,13,0,5,8,29107,13,0,5,8,30564,13,0,8,5,32128,13,0,8,5,33414,16,0,9,7,35404,16,0,9,7,37054,17,0,13,4,38842,17,0,13,4,40127,18,0,13,5,41794,19,0,13,6,43381,19,0,13,6,44874,19,0,13,6,46355,19,0,13,6,47541,19,0,13,6,48832,19,0,13,6,50014,19,0,13,6,51272,19,0,13,6,52381,19,0,13,6,53490,19,0,13,6,54675,19,0,13,6,55654
Mexico,7,0,1,6,17138,7,0,1,6,32304,7,0,4,3,48013,8,0,4,4,74952,12,0,4,8,111607,12,0,4,8,148780,26,0,4,22,189346,41,0,4,37,225592,53,0,4,49,275489,82,0,4,78,321327,93,0,4,89,360657,118,1,4,113,405445,164,1,4,159,446112,203,2,4,197,484988,251,2,4,245,519701,316,3,4,309,556595,367,4,4,359,599623,405,5,4,396,641244,475,6,4,465,681210,585,8,4,573,725888,717,12,4,701,769343,848,16,4,828,816574,993,20,35,938,855382,1094,28,35,1031,898268,1215,29,35,1151,939144,1378,37,35,1306,979500,1510,50,633,827,1018309,1688,60,633,995,1057019,1890,79,633,1178,1100950,2143,94,633,1416,1140357,2439,125,633,1681,1184512,2785,141,633,2011,1231941,3181,174,633,2374,1281583,3441,194,633,2614,1318674,3844,233,633,2978,1355685
Marshall Islands,0,0,0,0,4,0,0,0,0,10,0,0,0,0,22,0,0,0,0,25,0,0,0,0,30,0,0,0,0,37,0,0,0,0,42,0,0,0,0,44,0,0,0,0,48,0,0,0,0,52,0,0,0,0,57,0,0,0,0,63,0,0,0,0,65,0,0,0,0,67,0,0,0,0,70,0,0,0,0,74,0,0,0,0,77,0,0,0,0,80,0,0,0,0,85,0,0,0,0,85,0,0,0,0,85,0,0,0,0,88,0,0,0,0,90,0,0,0,0,93,0,0,0,0,95,0,0,0,0,97,0,0,0,0,105,0,0,0,0,109,0,0,0,0,109,0,0,0,0,114,0,0,0,0,118,0,0,0,0,121,0,0,0,0,121,0,0,0,0,129,0,0,0,0,132
North Macedonia,3,0,0,3,10,3,0,0,3,32,7,0,0,7,47,7,0,0,7,71,7,0,0,7,87,14,0,1,13,101,14,0,1,13,121,14,0,1,13,140,18,0,1,17,170,26,0,1,25,198,35,0,1,34,215,48,0,1,47,234,67,0,1,66,246,85,0,1,84,263,114,1,1,112,277,136,2,1,133,302,148,2,1,145,330,177,3,1,173,347,201,3,3,195,365,219,3,3,213,380,241,4,3,234,395,259,6,3,250,414,285,7,12,266,427,329,9,12,308,452,354,11,17,326,468,384,11,17,356,482,430,12,20,398,511,483,17,20,446,527,555,18,23,514,546,570,23,30,517,569,599,26,30,543,606,617,29,35,553,639,663,30,37,596,664,711,32,41,638,684,760,34,41,685,702
Mali,0,0,0,0,877,0,0,0,0,1757,0,0,0,0,2706,0,0,0,0,3732,0,0,0,0,4553,0,0,0,0,5488,0,0,0,0,6358,0,0,0,0,7150,0,0,0,0,8080,0,0,0,0,9042,0,0,0,0,10181,0,0,0,0,11135,0,0,0,0,12091,0,0,0,0,12964,0,0,0,0,13909,0,0,0,0,14918,0,0,0,0,15945,2,0,0,2,17129,4,0,0,4,18285,11,0,0,11,19622,18,0,0,18,20794,18,1,0,17,22077,25,2,0,23,23236,28,2,0,26,24443,31,3,0,28,25672,36,3,0,33,26932,39,3,0,36,27999,41,3,1,37,29251,45,5,1,39,30496,47,5,9,33,31700,56,5,12,39,32815,59,7,16,36,34267,74,7,22,45,35667,87,7,22,58,37049,87,7,22,58,38429
Malta,3,0,0,3,315,3,0,0,3,626,5,0,0,5,935,6,0,0,6,1246,6,0,0,6,1518,12,0,1,11,1758,18,0,1,17,2007,21,0,1,20,2190,30,0,2,28,2400,38,0,2,36,2647,38,0,2,36,2860,53,0,2,51,3093,64,0,2,62,3325,73,0,2,71,3584,90,0,2,88,3854,107,0,2,105,4075,110,0,2,108,4338,129,0,2,127,4669,134,0,2,132,4947,139,0,2,137,5311,149,0,2,147,5607,151,0,2,149,5931,156,0,2,154,6237,169,0,2,167,6539,188,0,2,186,6789,196,0,2,194,7093,202,0,2,200,7355,213,0,2,211,7635,227,0,5,222,7919,241,0,5,236,8234,293,0,5,288,8613,299,1,16,282,8933,337,2,16,319,9264,350,2,16,332,9545,370,3,16,351,9861
Myanmar,0,0,0,0,80,0,0,0,0,199,0,0,0,0,279,0,0,0,0,361,0,0,0,0,454,0,0,0,0,537,0,0,0,0,601,0,0,0,0,673,0,0,0,0,765,0,0,0,0,848,0,0,0,0,936,0,0,0,0,1004,0,0,0,0,1097,0,0,0,0,1172,0,0,0,0,1253,0,0,0,0,1359,0,0,0,0,1489,0,0,0,0,1613,0,0,0,0,1720,8,0,0,8,1844,8,0,0,8,1996,10,0,0,10,2128,14,0,0,14,2243,15,1,0,14,2377,15,1,0,14,2475,20,1,0,19,2598,20,1,0,19,2734,21,1,0,20,2845,21,1,0,20,2957,22,1,0,21,3097,22,1,0,21,3237,22,3,0,19,3395,23,3,2,18,3522,27,3,2,22,3658,38,3,2,33,3823
Montenegro,0,0,0,0,44,0,0,0,0,99,0,0,0,0,172,0,0,0,0,246,0,0,0,0,322,0,0,0,0,389,0,0,0,0,475,0,0,0,0,592,0,0,0,0,687,2,0,0,2,798,1,0,0,1,903,3,0,0,3,1012,14,0,0,14,1125,14,0,0,14,1224,21,0,0,21,1319,27,1,0,26,1413,47,1,0,46,1509,52,1,0,51,1622,69,1,0,68,1705,82,1,0,81,1787,84,1,0,83,1894,85,1,0,84,1984,91,1,0,90,2104,109,2,0,107,2230,123,2,0,121,2331,144,2,0,142,2439,174,2,1,171,2539,201,2,1,198,2618,214,2,1,211,2691,233,2,1,230,2754,241,2,4,235,2842,248,2,4,242,2962,252,2,4,246,3041,255,2,4,249,3155,263,2,5,256,3225
Mongolia,0,0,0,0,488,0,0,0,0,891,1,0,0,1,1852,1,0,0,1,2536,1,0,0,1,3067,1,0,0,1,3425,1,0,0,1,3767,1,0,0,1,4203,1,0,0,1,4609,5,0,0,5,5084,6,0,0,6,5383,6,0,0,6,5746,6,0,0,6,6074,10,0,0,10,6482,10,0,0,10,6874,10,0,0,10,7239,10,0,0,10,7601,10,0,0,10,7921,11,0,0,11,8367,11,0,0,11,8717,12,0,0,12,9099,12,0,0,12,9477,12,0,2,10,9832,12,0,2,10,10184,14,0,2,12,10537,14,0,2,12,10861,14,0,2,12,11194,14,0,2,12,11496,14,0,2,12,11828,15,0,2,13,12231,15,0,4,11,12610,16,0,4,12,12983,16,0,4,12,13295,16,0,4,12,13644,16,0,4,12,13951
Northern Mariana Islands,0,0,0,0,8,0,0,0,0,26,0,0,0,0,47,0,0,0,0,68,0,0,0,0,89,0,0,0,0,114,0,0,0,0,131,0,0,0,0,162,0,0,0,0,180,0,0,0,0,201,0,0,0,0,223,0,0,0,0,248,0,0,0,0,262,0,0,0,0,281,0,0,0,0,304,0,0,0,0,338,0,0,0,0,354,0,0,0,0,362,0,0,0,0,366,0,0,0,0,372,0,0,0,0,389,0,0,0,0,398,0,0,0,0,417,0,0,0,0,424,0,0,0,0,429,0,0,0,0,440,0,0,0,0,445,0,0,0,0,448,0,0,0,0,452,0,0,0,0,457,0,0,0,0,462,0,0,0,0,469,0,0,0,0,472,0,0,0,0,477,0,0,0,0,481
Mozambique,0,0,0,0,92,0,0,0,0,229,0,0,0,0,355,0,0,0,0,492,0,0,0,0,625,0,0,0,0,739,0,0,0,0,897,0,0,0,0,1034,0,0,0,0,1169,0,0,0,0,1334,0,0,0,0,1491,0,0,0,0,1663,0,0,0,0,1842,0,0,0,0,1985,1,0,0,1,2160,1,0,0,1,2367,3,0,0,3,2533,5,0,0,5,2730,7,0,0,7,2886,7,0,0,7,3009,8,0,0,8,3158,8,0,0,8,3265,8,0,0,8,3462,8,0,0,8,3607,10,0,0,10,3760,10,0,0,10,3887,10,0,0,10,4025,10,0,1,9,4195,10,0,1,9,4311,10,0,1,9,4463,10,0,1,9,4614,17,0,1,16,4777,17,0,1,16,4944,20,0,2,18,5125,20,0,2,18,5252
Mauritania,0,0,0,0,14,0,0,0,0,30,0,0,0,0,50,0,0,0,0,71,0,0,0,0,99,0,0,0,0,126,1,0,0,1,169,1,0,0,1,200,1,0,0,1,229,1,0,0,1,264,1,0,0,1,300,2,0,0,2,321,2,0,0,2,379,2,0,0,2,428,2,0,0,2,465,2,0,0,2,514,2,0,0,2,541,2,0,0,2,585,3,0,0,3,625,3,0,0,3,681,5,0,0,5,722,5,0,2,3,761,5,1,2,2,802,6,1,2,3,845,6,1,2,3,889,6,1,2,3,927,6,1,2,3,975,6,1,2,3,1000,6,1,2,3,1023,6,1,2,3,1062,6,1,2,3,1104,6,1,2,3,1144,7,1,2,4,1217,7,1,2,4,1245,7,1,2,4,1289
Montserrat,0,0,0,0,8,0,0,0,0,28,0,0,0,0,77,0,0,0,0,123,0,0,0,0,183,0,0,0,0,221,0,0,0,0,266,0,0,0,0,308,0,0,0,0,377,0,0,0,0,418,0,0,0,0,458,0,0,0,0,506,0,0,0,0,570,0,0,0,0,605,0,0,0,0,647,0,0,0,0,690,0,0,0,0,715,0,0,0,0,767,0,0,0,0,820,0,0,0,0,861,0,0,0,0,914,0,0,0,0,949,0,0,0,0,987,0,0,0,0,1022,0,0,0,0,1044,0,0,0,0,1084,0,0,0,0,1127,0,0,0,0,1156,0,0,0,0,1192,0,0,0,0,1243,0,0,0,0,1278,0,0,0,0,1316,0,0,0,0,1356,0,0,0,0,1404,0,0,0,0,1434
Martinique,2,0,0,2,560,2,0,0,2,1039,2,0,0,2,1676,3,0,0,3,2193,3,0,0,3,2956,3,0,0,3,3591,9,0,0,9,4242,9,0,0,9,5072,15,1,0,14,6002,16,1,0,15,6699,19,1,0,18,7302,23,1,0,22,8030,32,1,0,31,8672,32,1,0,31,9170,37,1,0,36,9645,37,1,0,36,10007,37,1,0,36,10506,37,1,0,36,10967,37,1,0,36,11360,37,1,0,36,11923,37,1,0,36,12509,37,1,0,36,13141,37,1,0,36,13600,37,1,0,36,14167,37,1,0,36,14596,37,1,0,36,14966,37,1,0,36,15445,37,1,0,36,15923,37,1,0,36,16377,37,1,0,36,16773,37,1,0,36,17324,37,1,0,36,17793,37,1,0,36,18258,37,1,0,36,18717,37,1,0,36,19168
Mauritius,0,0,0,0,141,0,0,0,0,275,0,0,0,0,403,0,0,0,0,556,0,0,0,0,689,0,0,0,0,815,0,0,0,0,969,0,0,0,0,1087,0,0,0,0,1238,0,0,0,0,1381,3,0,0,3,1554,3,0,0,3,1725,12,0,0,12,1921,14,1,0,13,2102,18,1,0,17,2305,36,2,0,34,2538,42,2,0,40,2704,48,2,0,46,2880,81,2,0,79,3048,94,2,0,92,3235,102,2,0,100,3410,107,3,0,104,3628,128,3,0,125,3784,143,5,0,138,3931,161,6,0,155,4079,169,7,0,162,4237,186,7,0,179,4398,196,7,7,182,4600,227,7,7,213,4777,244,7,7,230,4941,268,7,8,253,5128,273,7,19,247,5352,314,7,23,284,5556,318,9,23,286,5743,319,9,28,282,5931
Malawi,0,0,0,0,188,0,0,0,0,409,0,0,0,0,636,0,0,0,0,847,0,0,0,0,1072,0,0,0,0,1282,0,0,0,0,1466,0,0,0,0,1628,0,0,0,0,1846,0,0,0,0,2068,0,0,0,0,2269,0,0,0,0,2520,0,0,0,0,2737,0,0,0,0,2907,0,0,0,0,3132,0,0,0,0,3409,0,0,0,0,3675,0,0,0,0,3950,0,0,0,0,4200,0,0,0,0,4464,0,0,0,0,4668,0,0,0,0,4824,0,0,0,0,5046,0,0,0,0,5228,0,0,0,0,5399,3,0,0,3,5703,3,0,0,3,5993,4,0,0,4,6434,4,0,0,4,6664,5,0,0,5,6944,8,1,0,7,7404,8,1,0,7,7815,8,1,0,7,8164,9,1,0,8,8417,12,2,0,10,8678
Malaysia,99,0,24,75,8606,117,0,24,93,15664,129,0,24,105,25609,149,0,26,123,35610,149,0,26,123,45348,197,0,26,171,56473,238,0,35,203,69612,428,0,42,386,83754,566,0,42,524,103315,673,2,49,622,120309,790,2,60,728,145346,900,2,75,823,172859,1030,3,87,940,196270,1183,4,114,1065,227729,1306,10,139,1157,254554,1518,14,159,1345,273251,1624,16,183,1425,288912,1796,20,199,1577,304417,2031,23,215,1793,324555,2161,26,259,1876,346790,2320,27,320,1973,364416,2470,35,388,2047,383510,2626,37,479,2110,397822,2766,43,537,2186,408465,2908,45,645,2218,426013,3116,50,767,2299,435241,3333,53,827,2453,443397,3483,57,915,2511,450840,3662,61,1005,2596,461186,3793,62,1241,2490,475958,3963,63,1321,2579,487512,4119,65,1487,2567,499277,4228,67,1608,2553,510529,4346,70,1830,2446,524302,4530,73,1995,2462,533775
Mayotte,0,0,0,0,56,0,0,0,0,109,0,0,0,0,150,0,0,0,0,222,0,0,0,0,302,0,0,0,0,349,0,0,0,0,412,0,0,0,0,479,0,0,0,0,530,0,0,0,0,616,0,0,0,0,687,0,0,0,0,766,0,0,0,0,827,0,0,0,0,885,0,0,0,0,929,0,0,0,0,1006,0,0,0,0,1069,0,0,0,0,1114,0,0,0,0,1162,0,0,0,0,1212,0,0,0,0,1284,0,0,0,0,1354,0,0,0,0,1421,0,0,0,0,1463,0,0,0,0,1513,0,0,0,0,1550,0,0,0,0,1620,0,0,0,0,1675,0,0,0,0,1711,0,0,0,0,1752,0,0,0,0,1795,0,0,0,0,1824,0,0,0,0,1853,0,0,0,0,1888,0,0,0,0,1928
Namibia,0,0,0,0,360,0,0,0,0,708,0,0,0,0,1104,0,0,0,0,1576,0,0,0,0,1901,0,0,0,0,2378,2,0,0,2,3248,2,0,0,2,3864,2,0,0,2,4397,2,0,0,2,5022,2,0,0,2,5427,3,0,0,3,5837,3,0,0,3,6143,3,0,0,3,6530,3,0,0,3,6978,4,0,0,4,7548,7,0,2,5,8302,7,0,2,5,8987,8,0,2,6,9488,8,0,2,6,9997,8,0,2,6,10526,11,0,2,9,10976,11,0,2,9,11497,11,0,2,9,11910,14,0,2,12,12333,14,0,3,11,12775,14,0,3,11,13212,14,0,3,11,13696,16,0,3,13,14250,16,0,3,13,14807,16,0,3,13,15263,16,0,3,13,15697,16,0,3,13,16064,16,0,3,13,16475,16,0,3,13,16916
New Caledonia,0,0,0,0,32,0,0,0,0,67,0,0,0,0,113,0,0,0,0,151,0,0,0,0,185,0,0,0,0,212,0,0,0,0,239,0,0,0,0,282,0,0,0,0,322,0,0,0,0,369,0,0,0,0,418,0,0,0,0,467,0,0,0,0,522,0,0,0,0,567,0,0,0,0,609,0,0,0,0,645,0,0,0,0,686,0,0,0,0,734,0,0,0,0,764,0,0,0,0,813,0,0,0,0,867,0,0,0,0,911,0,0,0,0,955,0,0,0,0,991,0,0,0,0,1026,0,0,0,0,1082,0,0,0,0,1131,0,0,0,0,1204,0,0,0,0,1265,0,0,0,0,1336,0,0,0,0,1391,0,0,0,0,1455,0,0,0,0,1498,0,0,0,0,1528,0,0,0,0,1590
Niger,0,0,0,0,11382,0,0,0,0,24394,0,0,0,0,36276,0,0,0,0,51440,0,0,0,0,70420,0,0,0,0,92576,0,0,0,0,104178,0,0,0,0,115936,0,0,0,0,127018,0,0,0,0,147094,0,0,0,0,177628,0,0,0,0,209804,0,0,0,0,233982,0,0,0,0,262073,0,0,0,0,302399,0,0,0,0,358207,0,0,0,0,418402,0,0,0,0,472599,0,0,0,0,520168,0,0,0,0,566380,0,0,0,0,615832,0,0,0,0,664793,0,0,0,0,711402,0,0,0,0,750790,0,0,0,0,785584,0,0,0,0,822087,0,0,0,0,856006,0,0,0,0,895959,0,0,0,0,934366,0,0,0,0,970135,0,0,0,0,1005835,0,0,0,0,1041238,0,0,0,0,1074949,0,0,0,0,1111978,0,0,0,0,1147064
Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,13,0,0,0,0,15,0,0,0,0,15,0,0,0,0,19,0,0,0,0,23,0,0,0,0,24,0,0,0,0,27,0,0,0,0,27
Nigeria,1,0,0,1,190,2,0,0,2,411,2,0,0,2,587,2,0,0,2,877,2,0,0,2,1232,2,0,0,2,1606,2,0,0,2,1792,2,0,0,2,1995,2,0,0,2,2181,3,0,0,3,2553,8,0,1,7,3203,8,0,1,7,3835,13,0,1,12,4340,23,0,1,22,4880,32,0,2,30,5645,43,1,2,40,6697,47,1,2,44,7897,58,2,2,54,9016,75,2,2,71,10071,80,2,3,75,11187,99,2,3,94,12406,129,2,3,124,13514,158,5,8,145,14519,162,5,8,149,15428,248,7,9,232,16189,282,7,20,255,17006,330,9,25,296,17653,358,12,25,321,18428,416,15,46,355,19209,491,15,61,415,19992,532,17,70,445,20751,618,17,72,529,21417,698,18,91,589,22042,743,18,99,626,22695,809,21,111,677,23307
Nicaragua,0,0,0,0,1036,0,0,0,0,1918,0,0,0,0,3472,0,0,0,0,5435,0,0,0,0,7171,0,0,0,0,8755,0,0,0,0,10412,0,0,0,0,12132,0,0,0,0,14168,0,0,0,0,16180,0,0,0,0,18482,1,0,0,1,22491,1,0,0,1,24978,2,0,0,2,27560,2,0,0,2,30144,2,0,0,2,31951,2,0,0,2,33974,2,0,0,2,36155,2,0,0,2,38078,2,1,0,1,40560,4,1,0,3,42501,4,1,0,3,44339,4,1,0,3,46317,5,1,0,4,48292,5,1,0,4,50422,5,1,0,4,52288,5,1,0,4,54107,5,1,0,4,56234,6,1,0,5,58342,6,1,0,5,60218,6,1,0,5,62299,6,1,0,5,64203,7,1,0,6,66120,7,1,0,6,68116,8,1,0,7,69965
Niue,0,0,0,0,8,0,0,0,0,13,0,0,0,0,16,0,0,0,0,18,0,0,0,0,25,0,0,0,0,34,0,0,0,0,45,0,0,0,0,57,0,0,0,0,75,0,0,0,0,101,0,0,0,0,107,0,0,0,0,123,0,0,0,0,139,0,0,0,0,152,0,0,0,0,173,0,0,0,0,190,0,0,0,0,202,0,0,0,0,228,0,0,0,0,236,0,0,0,0,252,0,0,0,0,267,0,0,0,0,274,0,0,0,0,290,0,0,0,0,309,0,0,0,0,326,0,0,0,0,331,0,0,0,0,353,0,0,0,0,366,0,0,0,0,387,0,0,0,0,404,0,0,0,0,418,0,0,0,0,428,0,0,0,0,440,0,0,0,0,452,0,0,0,0,466
Netherlands,265,3,0,262,9452,321,3,0,318,17646,382,4,0,378,25337,503,5,0,498,33880,503,5,0,498,42101,804,10,0,794,48816,960,12,2,946,56196,1136,20,2,1114,65323,1414,24,2,1388,73384,1708,43,2,1663,81596,2056,58,2,1996,89194,2465,77,2,2386,96323,3003,107,2,2894,103673,3640,137,2,3501,110860,4216,180,2,4034,118589,4764,214,3,4547,125753,5580,277,3,5300,132604,6438,357,4,6077,139597,7468,435,6,7027,146986,8647,547,6,8094,153673,9819,640,6,9173,160557,10930,772,253,9905,167243,11817,865,253,10699,174368,12667,1040,253,11374,181361,13696,1175,260,12261,188037,14788,1341,260,13187,195426,15821,1490,260,14071,202551,16727,1656,262,14809,209005,17953,1771,257,15925,215645,18926,1874,258,16794,222566,19709,2108,272,17329,229630,20682,2255,272,18155,236924,21903,2403,278,19222,243682,23249,2520,287,20442,250954,24571,2653,291,21627,258043
Norway,176,0,0,176,2040,205,0,1,204,3600,400,0,1,399,5281,598,0,1,597,7052,702,0,1,701,8625,996,0,1,995,9915,1090,3,1,1086,11305,1221,3,1,1217,12847,1333,3,1,1329,14239,1463,3,1,1459,15557,1550,6,1,1543,16883,1746,7,1,1738,18130,1914,7,1,1906,19379,2118,7,1,2110,20630,2383,7,1,2375,22100,2621,10,6,2605,23402,2863,12,6,2845,24773,3084,14,6,3064,26050,3369,14,6,3349,27336,3755,19,6,3730,28584,4015,23,7,3985,29781,4284,25,7,4252,31216,4445,32,12,4401,32605,4641,39,13,4589,33968,4863,44,13,4806,35254,5147,50,32,5065,36527,5370,59,32,5279,37933,5550,62,32,5456,39174,5687,71,32,5584,40524,5865,76,32,5757,41995,6086,89,32,5965,43486,6086,101,32,5953,44933,6211,108,32,6071,46342,6314,113,32,6169,47717,6409,119,32,6258,49146
